13	20110509092359990-10	4	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f	'/20110509092359990-10':3 '20110509092359990-10':2 'container':1
19	20081105092259000-19	4	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f	'/20081105092259000-19':3 '20081105092259000-19':2 'container':1
26	VALIDATIONS_CNTNR-26	6	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f	'/validations_cntnr-26':3 'container':1 'validations_cntnr-26':2
29	ROOT_CONTAINER	4	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f	'/root_container':3 'container':1 'root_container':2
30	CONTAINER_1	4	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f	'/container_1':3 'container':1 'container_1':2
31	CONTAINER_2	4	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f	'/container_2':3 'container':1 'container_2':2
36	CONTAINER_3A	4	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f	'/container_3a':3 'container':1 'container_3a':2
37	CONTAINER_3B	4	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f	'/container_3b':3 'container':1 'container_3b':2
2	20081105092158673-1	2	\N	2008-11-05 09:21:58.688+01	2008-11-05 09:21:58.798+01	t	2009-03-23 15:34:44.462776+01	2	1	f	982	\N	1	2	0	\N	2011-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/20081105092158673-1':3 '20081105092158673-1':2 'physical':1
4	20081105092159188-3	2	\N	2008-11-05 09:21:59.203+01	2008-11-05 09:21:59.313+01	t	2009-03-23 15:34:44.462776+01	2	1	t	\N	\N	\N	2	0	\N	2011-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/20081105092159188-3':3 '20081105092159188-3':2 'physical':1
5	20081105092159111-1	2	\N	2008-11-05 09:21:59.203+01	2009-02-09 12:20:21.646654+01	t	2009-03-23 15:34:44.462776+01	18	1	f	1042	\N	\N	2	0	\N	2011-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/20081105092159111-1':3 '20081105092159111-1':2 'physical':1
